Name/Alias,Systematic Name
mS42,['YJR101W']
mS43,['YDR347W']
mS44,['YGR084C']
mS45,['YGR165W']
mS46,['YDR494W']
mS47,['YDR036C']
malate dehydrogenase (oxaloacetate-decarboxylating),['YKL029C']
malate dehydrogenase MDH1,['YKL085W']
malate dehydrogenase MDH2,['YOL126C']
malate dehydrogenase MDH3,['YDL078C']
malate synthase DAL7,['YIR031C']
malate synthase MLS1,['YNL117W']
maltose permease,['YBR298C']
mannitol dehydrogenase DSF1,['YEL070W']
mannoprotein,['YOL155C']
mannose-1-phosphate guanylyltransferase,['YDL055C']
mannose-6-phosphate isomerase PMI40,['YER003C']
mannose-ethanolamine phosphotransferase GPI11,['YDR302W']
mannose-ethanolamine phosphotransferase GPI13,['YLL031C']
mannose-ethanolamine phosphotransferase LAS21,['YJL062W']
mannose-ethanolamine phosphotransferase MCD4,['YKL165C']
"mannosyl-oligosaccharide 1,2-alpha-mannosidase",['YJR131W']
mannosyl-oligosaccharide glucosidase,['YGL027C']
mannosylinositol phosphorylceramide synthase catalytic subunit CSH1,['YBR161W']
mannosylinositol phosphorylceramide synthase catalytic subunit SUR1,['YPL057C']
mannosylinositol phosphorylceramide synthase regulatory subunit,['YBR036C']
mannosyltransferase KTR2,['YKR061W']
mannosyltransferase KTR3,['YBR205W']
mannosyltransferase YUR1,['YJL139C']
mannosyltransferase complex subunit MNN9,['YPL050C']
maturase-like protein,['Q0255']
mediator complex subunit MED6,['YHR058C']
mediator complex subunit MED7,['YOL135C']
mediator complex subunit NUT2,['YPR168W']
mediator complex subunit SOH1,['YGL127C']
medium-chain fatty acid-CoA ligase FAA2,['YER015W']
meiotic recombination directing protein,['YHR039C']
membrane insertase COX18,['YGR062C']
membrane insertase OXA1,['YER154W']
membrane morphogenesis protein VPS13,['YLL040C']
metal cation transporter COT1,['YOR316C']
metal cation transporter MSC2,['YDR205W']
metallo-aminopeptidase,['YKL157W']
metalloaminopeptidase APE1,['YKL103C']
metallodipeptidase,['YFR044C']
metalloendopeptidase WSS1,['YHR134W']
methionine adenosyltransferase SAM1,['YLR180W']
methionine adenosyltransferase SAM2,['YDR502C']
methionine aminopeptidase,['YBL091C']
methionine aminopeptidase MAP1,['YLR244C']
methionine--tRNA ligase MES1,['YGR264C']
methionine--tRNA ligase MSM1,['YGR171C']
methionyl-tRNA formyltransferase,['YBL013W']
methylated-DNA--protein-cysteine methyltransferase,['YDL200C']
methylenetetrahydrofolate dehydrogenase (NAD(+)),['YKR080W']
methylenetetrahydrofolate reductase (NAD(P)H) MET12,['YPL023C']
methylenetetrahydrofolate reductase (NAD(P)H) MET13,['YGL125W']
methylglyoxal reductase (NADPH-dependent) GRE2,['YOL151W']
methylisocitrate lyase ICL2,['YPR006C']
methylsterol monooxygenase,['YGR060W']
methylthioribulose 1-phosphate dehydratase MDE1,['YJR024C']
mevalonate kinase,['YMR208W']
microtubule-binding protein BIM1,['YER016W']
mini-chromosome maintenance complex protein 7,['YBR202W']
mismatch repair ATPase MLH1,['YMR167W']
mismatch repair ATPase MSH1,['YHR120W']
mismatch repair ATPase MSH2,['YOL090W']
mismatch repair ATPase MSH6,['YDR097C']
mismatch repair protein MLH2,['YLR035C']
mismatch repair protein MLH3,['YPL164C']
mismatch repair protein MSH3,['YCR092C']
mitochondrial 37S ribosomal protein MRP1,['YDR347W']
mitochondrial 37S ribosomal protein MRP2,['YPR166C']
mitochondrial 37S ribosomal protein MRP21,['YBL090W']
mitochondrial 37S ribosomal protein MRP4,['YHL004W']
mitochondrial 37S ribosomal protein MRP51,['YPL118W']
mitochondrial 37S ribosomal protein MRPS16,['YPL013C']
mitochondrial 37S ribosomal protein MRPS17,['YMR188C']
mitochondrial 37S ribosomal protein MRPS28,['YDR337W']
mitochondrial 37S ribosomal protein MRPS35,['YGR165W']
mitochondrial 37S ribosomal protein MRPS5,['YBR251W']
mitochondrial 37S ribosomal protein MRPS8,['YMR158W']
mitochondrial 37S ribosomal protein MRPS9,['YBR146W']
mitochondrial 37S ribosomal protein NAM9,['YNL137C']
mitochondrial 37S ribosomal protein PET123,['YOR158W']
mitochondrial 37S ribosomal protein RSM10,['YDR041W']
mitochondrial 37S ribosomal protein RSM18,['YER050C']
mitochondrial 37S ribosomal protein RSM19,['YNR037C']
mitochondrial 37S ribosomal protein RSM22,['YKL155C']
mitochondrial 37S ribosomal protein RSM23,['YGL129C']
mitochondrial 37S ribosomal protein RSM24,['YDR175C']
mitochondrial 37S ribosomal protein RSM25,['YIL093C']
mitochondrial 37S ribosomal protein RSM26,['YJR101W']
mitochondrial 37S ribosomal protein RSM27,['YGR215W']
mitochondrial 37S ribosomal protein RSM28,['YDR494W']
mitochondrial 37S ribosomal protein RSM7,['YJR113C']
mitochondrial 37S ribosomal protein VAR1,['Q0140']
mitochondrial 37S ribosomal protein YMR31,['YFR049W']
mitochondrial 37S ribosomal protein YmS-A,['YGR084C']
mitochondrial 37S ribosomal protein YmS-T,['YDL045W-A']
mitochondrial 37S ribosomal protein YmS16,['YKL003C']
mitochondrial 37S ribosomal protein YmS18,['YNL306W']
mitochondrial 54S ribosomal protein IMG1,['YCR046C']
mitochondrial 54S ribosomal protein IMG2,['YCR071C']
mitochondrial 54S ribosomal protein MRP49,['YKL167C']
mitochondrial 54S ribosomal protein MRPL1,['YDR116C']
mitochondrial 54S ribosomal protein MRPL50,['YNR022C']
mitochondrial 54S ribosomal protein MRPL51,['YPR100W']
mitochondrial 54S ribosomal protein RML2,['YEL050C']
mitochondrial 54S ribosomal protein YmL10/YmL18,['YNL284C']
mitochondrial 54S ribosomal protein YmL11,['YDL202W']
mitochondrial 54S ribosomal protein YmL13,['YKR006C']
mitochondrial 54S ribosomal protein YmL15,['YLR312W-A']
mitochondrial 54S ribosomal protein YmL16,['YHR147C']
mitochondrial 54S ribosomal protein YmL17/YmL30,['YNL252C']
mitochondrial 54S ribosomal protein YmL19,['YNL185C']
mitochondrial 54S ribosomal protein YmL2,['YNL005C']
mitochondrial 54S ribosomal protein YmL20,['YKR085C']
mitochondrial 54S ribosomal protein YmL22,['YNL177C']
mitochondrial 54S ribosomal protein YmL23,['YOR150W']
mitochondrial 54S ribosomal protein YmL24/YmL14,['YMR193W']
mitochondrial 54S ribosomal protein YmL25,['YGR076C']
mitochondrial 54S ribosomal protein YmL27,['YBR282W']
mitochondrial 54S ribosomal protein YmL28,['YDR462W']
mitochondrial 54S ribosomal protein YmL3,['YMR024W']
mitochondrial 54S ribosomal protein YmL31,['YKL138C']
mitochondrial 54S ribosomal protein YmL32,['YCR003W']
mitochondrial 54S ribosomal protein YmL33,['YMR286W']
mitochondrial 54S ribosomal protein YmL35,['YDR322W']
mitochondrial 54S ribosomal protein YmL36,['YBR122C']
mitochondrial 54S ribosomal protein YmL37,['YBR268W']
mitochondrial 54S ribosomal protein YmL38/YmL34,['YKL170W']
mitochondrial 54S ribosomal protein YmL39,['YML009C']
mitochondrial 54S ribosomal protein YmL4,['YLR439W']
mitochondrial 54S ribosomal protein YmL40,['YPL173W']
mitochondrial 54S ribosomal protein YmL41,['YDR405W']
mitochondrial 54S ribosomal protein YmL44,['YMR225C']
mitochondrial 54S ribosomal protein YmL47,['YBL038W']
mitochondrial 54S ribosomal protein YmL49,['YJL096W']
mitochondrial 54S ribosomal protein YmL6,['YML025C']
mitochondrial 54S ribosomal protein YmL7/YmL5,['YDR237W']
mitochondrial 54S ribosomal protein YmL8,['YJL063C']
mitochondrial 54S ribosomal protein YmL9,['YGR220C']
mitochondrial nucleoid protein MNP1,['YGL068W']
mitochondrial processing peptidase,['YLR163C']
mitochondrial-processing protease subunit alpha,['YHR024C']
mitofusin,['YBR179C']
mitogen-activated protein kinase HOG1,['YLR113W']
mitogen-activated protein kinase SMK1,['YPR054W']
mitogen-activated protein kinase kinase MKK1,['YOR231W']
mitogen-activated protein kinase kinase PBS2,['YJL128C']
mitogen-activated protein kinase kinase STE7,['YDL159W']
mitogen-activated protein kinase kinase kinase BCK1,['YJL095W']
mitogen-activated protein kinase kinase kinase SSK1,['YLR006C']
mitogen-activated protein kinase kinase kinase SSK2,['YNR031C']
mitogen-activated protein kinase kinase kinase SSK22,['YCR073C']
mitogen-activated protein kinase kinase kinase STE11,['YLR362W']
mitogen-activated protein kinase kinase kinase kinase STE20,['YHL007C']
mitogen-activated protein kinase tyrosine protein phosphatase SDP1,['YIL113W']
mitogen-activated serine/threonine-protein kinase FUS3,['YBL016W']
mitogen-activated serine/threonine-protein kinase KSS1,['YGR040W']
mitogen-activated serine/threonine-protein kinase SLT2,['YHR030C']
mitophagy protein ATG32,['YIL146C']
mitotic regulator LTE1,['YAL024C']
monothiol glutaredoxin GRX3,['YDR098C']
monothiol glutaredoxin GRX4,['YER174C']
monothiol glutaredoxin GRX5,['YPL059W']
msrA,['YER042W']
mtHSP70,['YJR045C']
mtTFA,['YMR072W']
multidrug transporter,['YIL120W']
multifunctional nuclease RAD27,['YKL113C']
multiprotein-bridging factor 1,['YOR298C-A']
myo-inositol transporter ITR1,['YDR497C']
myo-inositol transporter ITR2,['YOL103W']
myosin 1,['YHR023W']
myosin 2,['YOR326W']
myosin 3,['YKL129C']
myosin 4,['YAL029C']
myosin 5,['YMR109W']
negative cofactor 2 transcription regulator complex subunit BUR6,['YER159C']
negative cofactor 2 transcription regulator complex subunit NCB2,['YDR397C']
nicotinamidase,['YGL037C']
nicotinamide riboside transporter,['YOR071C']
nicotinamide-nucleotide adenylyltransferase,['YCL047C']
nicotinamide-nucleotide adenylyltransferase NMA1,['YLR328W']
nicotinamide-nucleotide adenylyltransferase NMA2,['YGR010W']
nicotinate phosphoribosyltransferase,['YOR209C']
nicotinate-nucleotide diphosphorylase (carboxylating),['YFR047C']
nitrogen permease regulating protein NPR2,['YEL062W']
nitrogen-responsive transcriptional regulator GLN3,['YER040W']
non-canonical poly(A) polymerase PAP2,['YOL115W']
non-canonical poly(A) polymerase TRF5,['YNL299W']
non-specific serine/threonine protein kinase,['YPL150W']
nuclear cap-binding protein subunit CBC2,['YPL178W']
nuclear protein localization protein 4,['YBR170C']
nucleocytoplasmic transporter NUP145,['YGL092W']
nucleoporin GLE1,['YDL207W']
nucleoporin NUP2,['YLR335W']
nucleoporin POM33,['YLL023C']
nucleoside diphosphate kinase,['YKL067W']
nucleoside transmembrane transporter FUN26,['YAL022C']
nucleoside triphosphate pyrophosphohydrolase HAM1,['YJR069C']
nucleoside-triphosphatase,['YDL166C']
nucleosome assembly factor ASF1,['YJL115W']
nucleotidase,['YGL224C']
nucleotide diphosphatase,['YOR111W']
nucleotide diphosphatase/phosphodiesterase NPP1,['YCR026C']
nucleotide diphosphatase/phosphodiesterase NPP2,['YEL016C']
ogg2,['YAL015C']
oleate-activated transcription factor OAF1,['YAL051W']
oleate-activated transcription factor PIP2,['YOR363C']
olichyl-diphosphooligosaccharide--protein glycotransferase OST4,['YDL232W']
"oligo-1,6-glucosidase IMA1",['YGR287C']
"oligo-1,6-glucosidase IMA2",['YOL157C']
"oligo-1,6-glucosidase IMA3",['YIL172C']
"oligo-1,6-glucosidase IMA4",['YJL221C']
"oligo-1,6-glucosidase IMA5",['YJL216C']
oligopeptide transporter OPT1,['YJL212C']
origin recognition complex subunit 1,['YML065W']
origin recognition complex subunit 2,['YBR060C']
origin recognition complex subunit 3,['YLL004W']
origin recognition complex subunit 4,['YPR162C']
origin recognition complex subunit 5,['YNL261W']
origin recognition complex subunit 6,['YHR118C']
ornithine carbamoyltransferase,['YJL088W']
ornithine decarboxylase SPE1,['YKL184W']
ornithine-oxo-acid transaminase,['YLR438W']
orotate phosphoribosyltransferase URA10,['YMR271C']
orotate phosphoribosyltransferase URA5,['YML106W']
orotidine-5'-phosphate decarboxylase,['YEL021W']
osmosensor SHO1,['YER118C']
oxidative DNA demethylase,['YER049W']
oxygen-dependent protoporphyrinogen oxidase,['YER014W']
oxysterol-binding protein KES1,['YPL145C']
oxysterol-binding protein OSH6,['YKR003W']
oxysterol-binding protein related protein HES1,['YOR237W']
oxysterol-binding protein related protein OSH2,['YDL019C']
oxysterol-binding protein related protein OSH3,['YHR073W']
oxysterol-binding protein related protein OSH7,['YHR001W']
oxysterol-binding protein related protein SWH1,['YAR042W']
p19,['YMR072W']
p20,['YOR276W']
p24a,['YLR083C']
palmitoyl-(protein) hydrolase,['YLR118C']
palmitoyl-CoA hydrolase,['YJR019C']
palmitoyltransferase AKR1,['YDR264C']
palmitoyltransferase ERF2,['YLR246W']
palmitoyltransferase PFA3,['YNL326C']
palmitoyltransferase PFA4,['YOL003C']
palmitoyltransferase PFA5,['YDR459C']
palmitoyltransferase SWF1,['YDR126W']
palmitoyltransferase YKT6,['YKL196C']
pantoate--beta-alanine ligase PAN6,['YIL145C']
pantothenate kinase,['YDR531W']
pentafunctional protein ARO1p,['YDR127W']
peptide alpha-N-acetyltransferase MAK3,['YPR051W']
peptide alpha-N-acetyltransferase complex A subunit ARD1,['YHR013C']
peptide alpha-N-acetyltransferase complex A subunit NAT1,['YDL040C']
peptide alpha-N-acetyltransferase complex B subunit NAT3,['YPR131C']
peptide alpha-N-acetyltransferase subunit NAT5,['YOR253W']
peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase,['YPL096W']
peptide-methionine (R)-S-oxide reductase,['YCL033C']
peptide-methionine-S-sulfoxide reductase,['YER042W']
peptidylprolyl isomerase CPR1,['YDR155C']
peptidylprolyl isomerase CPR2,['YHR057C']
peptidylprolyl isomerase CPR3,['YML078W']
peptidylprolyl isomerase CPR6,['YLR216C']
peptidylprolyl isomerase CPR7,['YJR032W']
peptidylprolyl isomerase ESS1,['YJR017C']
peptidylprolyl isomerase FPR1,['YNL135C']
peptidylprolyl isomerase FPR3,['YML074C']
peptidylprolyl isomerase FPR4,['YLR449W']
peptidylprolyl isomerase RRD1,['YIL153W']
peptidylprolyl isomerase RRD2,['YPL152W']
peptidylprolyl isomerase family protein CPR4,['YCR069W']
peptidylprolyl isomerase family protein CPR5,['YDR304C']
peptidylprolyl isomerase family protein CPR8,['YNR028W']
peptidylprolyl isomerase family protein FPR2,['YDR519W']
peroxin PEX13,['YLR191W']
peroxiredoxin HYR1,['YIR037W']
phenylacrylic acid decarboxylase PAD1,['YDR538W']
phenylalanine--tRNA ligase,['YPR047W']
phenylalanine--tRNA ligase subunit alpha,['YFL022C']
phenylalanine--tRNA ligase subunit beta,['YLR060W']
phenylpyruvate decarboxylase ARO10,['YDR380W']
pheromone-regulated DUP240 family protein PRM8,['YGL053W']
pheromone-regulated DUP240 family protein PRM9,['YAR031W']
pheromone-regulated K(+) transporter PRM6,['YML047C']
pheromone-regulated protein PRM1,['YNL279W']
pheromone-regulated protein PRM10,['YJL108C']
pheromone-regulated protein PRM2,['YIL037C']
pheromone-regulated protein PRM3,['YPL192C']
pheromone-regulated protein PRM4,['YPL156C']
pheromone-regulated protein PRM5,['YIL117C']
pheromone-regulated protein PRM7,['YDL039C']
phoB,['YDL106C']
phoC,['YBR092C']
phoD,['YFR034C']
phoE,['YBR093C']
phoF,['YBR240C']
phoH,['YDR481C']
phoR,['YOL001W']
phoS,['YGR233C']
phoT,['YML123C']
phoU,['YPL031C']
phosphatase,['YLL010C']
phosphatase YCH1,['YGR203W']
phosphate transporter PHO84,['YML123C']
phosphate-sensing transcription factor PHO4,['YFR034C']
phosphatidate cytidylyltransferase,['YBR029C']
phosphatidate phosphatase APP1,['YNL094W']
phosphatidate phosphatase LPP1,['YDR503C']
phosphatidate phosphatase PAH1,['YMR165C']
phosphatidylethanolamine N-methyltransferase,['YGR157W']
phosphatidylglycerol phospholipase,['YPL206C']
phosphatidylglycerophosphatase,['YHR100C']
phosphatidylinositol 3-kinase VPS34,['YLR240W']
phosphatidylinositol 4-phosphate-binding protein,['YHR108W']
phosphatidylinositol N-acetylglucosaminyltransferase GPI15,['YNL038W']
phosphatidylinositol N-acetylglucosaminyltransferase GPI19,['YDR437W']
phosphatidylinositol N-acetylglucosaminyltransferase SPT14,['YPL175W']
phosphatidylinositol kinase-related protein kinase TOR1,['YJR066W']
phosphatidylinositol kinase-related protein kinase TOR2,['YKL203C']
phosphatidylinositol phospholipase C,['YPL268W']
"phosphatidylinositol-3,5-bisphosphate 5-phosphatase",['YNL325C']
phosphatidylinositol-3-/phosphoinositide 5-phosphatase INP52,['YNL106C']
phosphatidylinositol-3-/phosphoinositide 5-phosphatase INP53,['YOR109W']
phosphatidylinositol-3-phosphatase SAC1,['YKL212W']
phosphatidylinositol-3-phosphatase YMR1,['YJR110W']
phosphatidylinositol-3-phosphate-binding protein BEM1,['YBR200W']
phosphatidylinositol-3-phosphate-binding ubiquitin-protein ligase,['YDR313C']
phosphatidylinositol-binding protein SCS2,['YER120W']
phosphatidylinositol/phosphatidylcholine transfer protein SEC14,['YMR079W']
phosphatidylinositol/phosphatidylcholine-binding protein,['YKL091C']
phosphatidylserine decarboxylase 1,['YNL169C']
phosphatidylserine decarboxylase 2,['YGR170W']
phosphoacetylglucosamine mutase PCM1,['YEL058W']
phosphoadenylyl-sulfate reductase (thioredoxin),['YPR167C']
phosphoenolpyruvate carboxykinase PCK1,['YKR097W']
phosphoglucomutase PGM1,['YKL127W']
phosphoglucomutase PGM2,['YMR105C']
phosphogluconate dehydrogenase (decarboxylating) GND1,['YHR183W']
phosphogluconate dehydrogenase (decarboxylating) GND2,['YGR256W']
phosphoglycerate dehydrogenase SER3,['YER081W']
phosphoglycerate dehydrogenase SER33,['YIL074C']
phosphoglycerate kinase,['YCR012W']
phosphoglycerate mutase,['YOR283W']
phosphoglycerate mutase GPM1,['YKL152C']
phosphoglycerate mutase family protein GPM2,['YDL021W']
phosphoglycerate mutase family protein GPM3,['YOL056W']
phosphoinositide 5-phosphatase INP51,['YIL002C']
phosphoinositide 5-phosphatase INP54,['YOL065C']
phosphoinositide binding protein ATG18,['YFR021W']
phospholipase D,['YKR031C']
phospholipid metabolism-regulating protein SCS22,['YBL091C-A']
phospholipid-translocating ATPase RSB1,['YOR049C']
phospholipid:diacylglycerol acyltransferase,['YNR008W']
phosphomannomutase SEC53,['YFL045C']
phosphomevalonate kinase,['YMR220W']
phosphopantothenate--cysteine ligase CAB2,['YIL083C']
phosphopantothenoylcysteine decarboxylase complex subunit CAB3,['YKL088W']
phosphopantothenoylcysteine decarboxylase complex subunit SIS2,['YKR072C']
phosphopantothenoylcysteine decarboxylase complex subunit VHS3,['YOR054C']
phosphoprotein phosphatase,['YLR361C']
phosphoprotein phosphatase 2A catalytic subunit PPH21,['YDL134C']
phosphoprotein phosphatase 2A catalytic subunit PPH22,['YDL188C']
phosphoprotein phosphatase CDC14,['YFR028C']
phosphoprotein phosphatase PP4 catalytic subunit PPH3,['YDR075W']
phosphopyruvate hydratase ENO1,['YGR254W']
phosphopyruvate hydratase ENO2,['YHR174W']
phosphopyruvate hydratase ERR1,['YOR393W']
phosphopyruvate hydratase ERR2,['YPL281C']
phosphopyruvate hydratase ERR3,['YMR323W']
phosphoribomutase PRM15,['YMR278W']
phosphoribosylaminoimidazole carboxylase ADE2,['YOR128C']
phosphoribosylaminoimidazolesuccinocarboxamide synthase,['YAR015W']
phosphoribosylanthranilate isomerase TRP1,['YDR007W']
phosphoribosylformylglycinamidine synthase,['YGR061C']
phosphoribosylglycinamide formyltransferase,['YDR408C']
phosphoric diester hydrolase,['YLR132C']
phosphoserine phosphatase,['YGR208W']
phytoceramidase,['YBR183W']
polo kinase CDC5,['YMR001C']
poly(A)-specific ribonuclease,['YGL094C']
polyadenylate-binding protein,['YER165W']
polyamine acetyltransferase,['YDR071C']
polyamine oxidase,['YMR020W']
polynucleotide 3'-phosphatase,['YMR156C']
polynucleotide 5'-hydroxyl-kinase,['YLL035W']
polynucleotide adenylyltransferase PAP1,['YKR002W']
polyphosphatase DDP1,['YOR163W']
polyubiquitin-binding protein UFD1,['YGR048W']
porin POR1,['YNL055C']
porphobilinogen synthase HEM2,['YGL040C']
pre-rRNA-processing protein ESF1,['YDR365C']
prefolding complex chaperone subunit,['YJL179W']
prephenate dehydratase PHA2,['YNL316C']
prephenate dehydrogenase (NADP(+)),['YBR166C']
prion domain-containing protein RNQ1,['YCL028W']
profilin,['YOR122C']
prohibitin subunit PHB1,['YGR132C']
prohibitin subunit PHB2,['YGR231C']
proliferating cell nuclear antigen,['YBR088C']
proline dehydrogenase,['YLR142W']
proline permease PUT4,['YOR348C']
proline--tRNA ligase,['YHR020W']
proteasome core particle subunit alpha 1,['YGL011C']
proteasome core particle subunit alpha 2,['YML092C']
proteasome core particle subunit alpha 3,['YGR135W']
proteasome core particle subunit alpha 4,['YOL038W']
proteasome core particle subunit alpha 5,['YGR253C']
proteasome core particle subunit alpha 6,['YMR314W']
proteasome core particle subunit alpha 7,['YOR362C']
proteasome core particle subunit beta 1,['YJL001W']
proteasome core particle subunit beta 2,['YOR157C']
proteasome core particle subunit beta 3,['YER094C']
proteasome core particle subunit beta 4,['YER012W']
proteasome core particle subunit beta 5,['YPR103W']
proteasome core particle subunit beta 6,['YBL041W']
proteasome core particle subunit beta 7,['YFR050C']
proteasome regulatory particle base subunit RPN1,['YHR027C']
proteasome regulatory particle base subunit RPN10,['YHR200W']
proteasome regulatory particle base subunit RPN2,['YIL075C']
proteasome regulatory particle base subunit RPT1,['YKL145W']
proteasome regulatory particle base subunit RPT2,['YDL007W']
proteasome regulatory particle base subunit RPT3,['YDR394W']
proteasome regulatory particle base subunit RPT4,['YOR259C']
proteasome regulatory particle base subunit RPT5,['YOR117W']
proteasome regulatory particle base subunit RPT6,['YGL048C']
proteasome regulatory particle lid subunit RPN11,['YFR004W']
proteasome regulatory particle lid subunit RPN12,['YFR052W']
proteasome regulatory particle lid subunit RPN13,['YLR421C']
proteasome regulatory particle lid subunit RPN3,['YER021W']
proteasome regulatory particle lid subunit RPN5,['YDL147W']
proteasome regulatory particle lid subunit RPN6,['YDL097C']
proteasome regulatory particle lid subunit RPN7,['YPR108W']
proteasome regulatory particle lid subunit RPN8,['YOR261C']
proteasome regulatory particle lid subunit RPN9,['YDR427W']
proteasome regulatory particle lid subunit SEM1,['YDR363W-A']
protein AIM2,['YAL049C']
protein SHH3,['YMR118C']
protein SHH4,['YLR164W']
protein anchor VAC8,['YEL013W']
protein arginine N-methyltransferase,['YBR133C']
protein channel TOM70,['YNL121C']
protein channel TOM71,['YHR117W']
protein disulfide isomerase EPS1,['YIL005W']
protein disulfide isomerase EUG1,['YDR518W']
protein disulfide isomerase MPD1,['YOR288C']
protein disulfide isomerase MPD2,['YOL088C']
protein disulfide isomerase PDI1,['YCL043C']
protein farnesyltransferase,['YDL090C']
protein geranylgeranyltransferase type I subunit CDC43,['YGL155W']
protein kinase ALK1,['YGL021W']
protein kinase ALK2,['YBL009W']
protein kinase BUB1,['YGR188C']
protein kinase C,['YBL105C']
protein kinase COQ8,['YGL119W']
protein kinase FMP48,['YGR052W']
protein kinase FRK1,['YPL141C']
protein kinase GIN4,['YDR507C']
protein kinase HAL5,['YJL165C']
protein kinase HSL1,['YKL101W']
protein kinase IKS1,['YJL057C']
protein kinase IME2,['YJL106W']
protein kinase MEC1,['YBR136W']
protein kinase NNK1,['YKL171W']
protein kinase PKH3,['YDR466W']
protein kinase PKP1,['YIL042C']
protein kinase PKP2,['YGL059W']
protein kinase PTK2,['YJR059W']
protein kinase RIM15,['YFL033C']
protein kinase RIO1,['YOR119C']
protein kinase RIO2,['YNL207W']
protein kinase TDA1,['YMR291W']
protein kinase activating protein DPB11,['YJL090C']
protein kinase regulatory subunit ATG17,['YLR423C']
protein phosphatase 2A regulatory subunit CDC55,['YGL190C']
protein phosphatase 2A regulatory subunit RTS1,['YOR014W']
protein phosphatase 2A structural subunit TPD3,['YAL016W']
protein phosphatase regulator BUD14,['YAR014C']
protein phosphatase regulator GAC1,['YOR178C']
protein phosphatase regulator GIP1,['YBR045C']
protein phosphatase regulator GIP3,['YPL137C']
protein phosphatase regulator GIP4,['YAL031C']
protein phosphatase regulator PIG1,['YLR273C']
protein phosphatase regulator REG1,['YDR028C']
protein phosphatase regulator REG2,['YBR050C']
protein phosphatase regulator SHP1,['YBL058W']
protein retrieval receptor,['YCL001W']
protein serine/threonine kinase activating protein DBF4,['YDR052C']
protein translocase subunit TIM13,['YGR181W']
protein translocase subunit TIM44,['YIL022W']
protein translocase subunit TIM50,['YPL063W']
protein transporter TIM10,['YHR005C-A']
protein transporter TIM17,['YJL143W']
protein transporter TIM23,['YNR017W']
protein transporter TIM8,['YJR135W-A']
protein transporter TIM9,['YEL020W-A']
protein transporter YIF1,['YNL263C']
protein-S-isoprenylcysteine carboxyl O-methyltransferase,['YDR410C']
protein-arginine N-methyltransferase SFM1,['YOR021C']
protein-arginine N5-methyltransferase,['YDR465C']
protein-arginine omega-N methyltransferase HMT1,['YBR034C']
protein-histidine N-methyltransferase,['YIL110W']
protein-serine/threonine phosphatase,['YPL179W']
protein-transporting protein BCP1,['YDR361C']
protein-transporting protein SEC63,['YOR254C']
protein-tyrosine-phosphatase,['YDR067C']
proteinase A,['YPL154C']
proteinase B,['YEL060C']
protoheme IX farnesyltransferase,['YPL172C']
pseudouridine synthase CBF5,['YLR175W']
pseudouridine synthase DEG1,['YFL001W']
pseudouridine synthase PUS1,['YPL212C']
pseudouridine synthase PUS2,['YGL063W']
pseudouridine synthase PUS4,['YNL292W']
pseudouridine synthase PUS5,['YLR165C']
pseudouridine synthase PUS6,['YGR169C']
pseudouridine synthase PUS7,['YOR243C']
pseudouridine synthase PUS9,['YDL036C']
purine-nucleoside phosphorylase,['YLR209C']
"putative 1,3-beta-D-glucan synthase",['YMR306W']
"putative 1,3-beta-glucanosyltransferase",['YMR215W']
putative 2-methylcitrate dehydratase,['YPR002W']
putative 3'-5' exonuclease,['YOL080C']
putative AAA family ATPase GCN20,['YFR009W']
putative AAA family ATPase RIX7,['YLL034C']
putative AAA family ATPase SAP1,['YER047C']
putative AAA family ATPase YTA6,['YPL074W']
putative ADP-ribose 1''-phosphate phosphatase,['YMR087W']
putative ATP-binding cassette family ATPase CAF16,['YFL028C']
putative ATP-binding cassette multidrug transporter VMR1,['YHL035C']
putative ATP-dependent RNA helicase DBP10,['YDL031W']
putative ATP-dependent RNA helicase DBP6,['YNR038W']
putative ATP-dependent RNA helicase SPB4,['YFL002C']
putative ATP-dependent kinase,['YGR205W']
putative ATP-dependent permease ADP1,['YCR011C']
putative ATPase,['YFR038W']
putative ATPase ECM3,['YOR092W']
putative DEAD-box ATP-dependent RNA helicase DBP1,['YPL119C']
putative DNA-dependent ATPase RAD55,['YDR076W']
putative DNA-dependent ATPase RAD57,['YDR004W']
putative DNA/RNA helicase SEN1,['YLR430W']
putative E2 ubiquitin-protein ligase UBC11,['YOR339C']
putative E3 ubiquitin-protein ligase HUL4,['YJR036C']
putative GDP-mannose transporter,['YER039C']
putative GPI-anchored mannoprotein,['YOR010C']
putative GTPase GPN2,['YOR262W']
putative GTPase LSG1,['YGL099W']
putative GTPase MTG1,['YMR097C']
putative GTPase MTG2,['YHR168W']
putative GTPase NOG1,['YPL093W']
putative GTPase NOG2,['YNR053C']
putative GTPase RHB1,['YCR027C']
putative Mg(2+) transporter ALR2,['YFL050C']
putative Mg(2+) transporter MNR2,['YKL064W']
putative N(6)-L-threonylcarbamoyladenine synthase,['YDL104C']
"putative N,N-dimethylaniline monooxygenase COQ6",['YGR255C']
putative Na(+)-exporting P-type ATPase ENA5,['YDR038C']
putative O-acyltransferase,['YPL189W']
putative RNA helicase,['YGR271W']
putative RNA methyltransferase,['YDR316W']
putative Rab GTPase-binding protein SRO77,['YBL106C']
putative SCF ubiquitin ligase complex subunit SKP2,['YNL311C']
putative Xaa-Pro dipeptidase,['YFR006W']
putative acid anhydride hydrolase,['YOR291W']
