Systematic Name,Standard Name,protein_domain,Domain Description,Start Coordinate,End Coordinate,term_link,gene_link
YOR296W, ,PF10540,"Munc13 (mammalian uncoordinated) homology domain; Mammalian uncoordinated homology 13, subgroup, domain 2",1045,1180,<a href='https://pfam.xfam.org/family/PF10540' target='_blank'>PF10540</a>,<a href='https://www.yeastgenome.org/locus/YOR296W/protein' target='_blank'>YOR296W</a>
YOR297C,TIM18,PF05328,"CybS, succinate dehydrogenase cytochrome B small subunit",47,180,<a href='https://pfam.xfam.org/family/PF05328' target='_blank'>PF05328</a>,<a href='https://www.yeastgenome.org/locus/YOR297C/protein' target='_blank'>YOR297C</a>
YOR298C-A,MBF1,PF01381,Helix-turn-helix; Cro/C1-type helix-turn-helix domain,86,137,<a href='https://pfam.xfam.org/family/PF01381' target='_blank'>PF01381</a>,<a href='https://www.yeastgenome.org/locus/YOR298C-A/protein' target='_blank'>YOR298C-A</a>
YOR298C-A,MBF1,PF08523,"Multiprotein bridging factor 1; Multiprotein bridging factor 1, N-terminal",2,76,<a href='https://pfam.xfam.org/family/PF08523' target='_blank'>PF08523</a>,<a href='https://www.yeastgenome.org/locus/YOR298C-A/protein' target='_blank'>YOR298C-A</a>
YOR299W,BUD7,PF09295,ChAPs (Chs5p-Arf1p-binding proteins); Chs5p-Arf1p binding,123,533,<a href='https://pfam.xfam.org/family/PF09295' target='_blank'>PF09295</a>,<a href='https://www.yeastgenome.org/locus/YOR299W/protein' target='_blank'>YOR299W</a>
YOR302W, ,PF08252,"arg-2/CPA1 leader peptide; Leader peptide, Arg-2/CPA1",2,24,<a href='https://pfam.xfam.org/family/PF08252' target='_blank'>PF08252</a>,<a href='https://www.yeastgenome.org/locus/YOR302W/protein' target='_blank'>YOR302W</a>
YOR303W,CPA1,PF00117,Glutamine amidotransferase class-I; Glutamine amidotransferase,188,368,<a href='https://pfam.xfam.org/family/PF00117' target='_blank'>PF00117</a>,<a href='https://www.yeastgenome.org/locus/YOR303W/protein' target='_blank'>YOR303W</a>
YOR303W,CPA1,PF00988,"Carbamoyl-phosphate synthase small chain, CPSase domain; Carbamoyl-phosphate synthase small subunit, N-terminal domain",8,145,<a href='https://pfam.xfam.org/family/PF00988' target='_blank'>PF00988</a>,<a href='https://www.yeastgenome.org/locus/YOR303W/protein' target='_blank'>YOR303W</a>
YOR304W,ISW2,PF00176,"SNF2 family N-terminal domain; SNF2-related, N-terminal domain",196,469,<a href='https://pfam.xfam.org/family/PF00176' target='_blank'>PF00176</a>,<a href='https://www.yeastgenome.org/locus/YOR304W/protein' target='_blank'>YOR304W</a>
YOR304W,ISW2,PF00271,"Helicase conserved C-terminal domain; Helicase, C-terminal",492,604,<a href='https://pfam.xfam.org/family/PF00271' target='_blank'>PF00271</a>,<a href='https://www.yeastgenome.org/locus/YOR304W/protein' target='_blank'>YOR304W</a>
YOR304W,ISW2,PF09110,"HAND; ISWI, HAND domain",754,886,<a href='https://pfam.xfam.org/family/PF09110' target='_blank'>PF09110</a>,<a href='https://www.yeastgenome.org/locus/YOR304W/protein' target='_blank'>YOR304W</a>
YOR304W,ISW2,PF09111,SLIDE; SLIDE domain,944,1059,<a href='https://pfam.xfam.org/family/PF09111' target='_blank'>PF09111</a>,<a href='https://www.yeastgenome.org/locus/YOR304W/protein' target='_blank'>YOR304W</a>
YOR305W,RRG7,PF10356,Protein of unknown function (DUF2034); Protein of unknown function DUF2034,29,219,<a href='https://pfam.xfam.org/family/PF10356' target='_blank'>PF10356</a>,<a href='https://www.yeastgenome.org/locus/YOR305W/protein' target='_blank'>YOR305W</a>
YOR306C,MCH5,PF07690,Major Facilitator Superfamily; Major facilitator superfamily,138,448,<a href='https://pfam.xfam.org/family/PF07690' target='_blank'>PF07690</a>,<a href='https://www.yeastgenome.org/locus/YOR306C/protein' target='_blank'>YOR306C</a>
YOR307C,SLY41,PF03151,Triose-phosphate Transporter family; Sugar phosphate transporter domain,81,440,<a href='https://pfam.xfam.org/family/PF03151' target='_blank'>PF03151</a>,<a href='https://www.yeastgenome.org/locus/YOR307C/protein' target='_blank'>YOR307C</a>
YOR308C,SNU66,PF03343,SART-1 family; SNU66/SART1 family,37,571,<a href='https://pfam.xfam.org/family/PF03343' target='_blank'>PF03343</a>,<a href='https://www.yeastgenome.org/locus/YOR308C/protein' target='_blank'>YOR308C</a>
YOR310C,NOP58,PF01798,"snoRNA binding domain, fibrillarin; Nop domain",169,399,<a href='https://pfam.xfam.org/family/PF01798' target='_blank'>PF01798</a>,<a href='https://www.yeastgenome.org/locus/YOR310C/protein' target='_blank'>YOR310C</a>
YOR310C,NOP58,PF08156,"NOP5NT (NUC127) domain; NOP5, N-terminal",3,66,<a href='https://pfam.xfam.org/family/PF08156' target='_blank'>PF08156</a>,<a href='https://www.yeastgenome.org/locus/YOR310C/protein' target='_blank'>YOR310C</a>
YOR312C,RPL20B,PF01775,Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A; Ribosomal protein 50S-L18Ae/60S-L20/60S-L18A,5,127,<a href='https://pfam.xfam.org/family/PF01775' target='_blank'>PF01775</a>,<a href='https://www.yeastgenome.org/locus/YOR312C/protein' target='_blank'>YOR312C</a>
YOR313C,SPS4,PF17316,Perilipin protein,65,316,<a href='https://pfam.xfam.org/family/PF17316' target='_blank'>PF17316</a>,<a href='https://www.yeastgenome.org/locus/YOR313C/protein' target='_blank'>YOR313C</a>
YOR316C,COT1,PF01545,Cation efflux family; Cation efflux protein,13,304,<a href='https://pfam.xfam.org/family/PF01545' target='_blank'>PF01545</a>,<a href='https://www.yeastgenome.org/locus/YOR316C/protein' target='_blank'>YOR316C</a>
YOR317W,FAA1,PF00501,AMP-binding enzyme; AMP-dependent synthetase/ligase,96,560,<a href='https://pfam.xfam.org/family/PF00501' target='_blank'>PF00501</a>,<a href='https://www.yeastgenome.org/locus/YOR317W/protein' target='_blank'>YOR317W</a>
YOR319W,HSH49,PF00076,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain",11,74,<a href='https://pfam.xfam.org/family/PF00076' target='_blank'>PF00076</a>,<a href='https://www.yeastgenome.org/locus/YOR319W/protein' target='_blank'>YOR319W</a>
YOR319W,HSH49,PF00076,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain",110,178,<a href='https://pfam.xfam.org/family/PF00076' target='_blank'>PF00076</a>,<a href='https://www.yeastgenome.org/locus/YOR319W/protein' target='_blank'>YOR319W</a>
YOR321W,PMT3,PF02366,Dolichyl-phosphate-mannose-protein mannosyltransferase; Glycosyl transferase family 39/83,63,305,<a href='https://pfam.xfam.org/family/PF02366' target='_blank'>PF02366</a>,<a href='https://www.yeastgenome.org/locus/YOR321W/protein' target='_blank'>YOR321W</a>
YOR321W,PMT3,PF02815,MIR domain; MIR motif,353,514,<a href='https://pfam.xfam.org/family/PF02815' target='_blank'>PF02815</a>,<a href='https://www.yeastgenome.org/locus/YOR321W/protein' target='_blank'>YOR321W</a>
YOR321W,PMT3,PF16192,"C-terminal four TMM region of protein-O-mannosyltransferase; Protein O-mannosyl-transferase, C-terminal four TM domain",541,744,<a href='https://pfam.xfam.org/family/PF16192' target='_blank'>PF16192</a>,<a href='https://www.yeastgenome.org/locus/YOR321W/protein' target='_blank'>YOR321W</a>
YOR322C,LDB19,PF13002,"Arrestin_N terminal like; LDB19, N-terminal",144,346,<a href='https://pfam.xfam.org/family/PF13002' target='_blank'>PF13002</a>,<a href='https://www.yeastgenome.org/locus/YOR322C/protein' target='_blank'>YOR322C</a>
YOR323C,PRO2,PF00171,Aldehyde dehydrogenase family; Aldehyde dehydrogenase domain,6,266,<a href='https://pfam.xfam.org/family/PF00171' target='_blank'>PF00171</a>,<a href='https://www.yeastgenome.org/locus/YOR323C/protein' target='_blank'>YOR323C</a>
YOR324C,FRT1,PF13694,Sec63/Sec62 complex-interacting family; High pH protein family,139,303,<a href='https://pfam.xfam.org/family/PF13694' target='_blank'>PF13694</a>,<a href='https://www.yeastgenome.org/locus/YOR324C/protein' target='_blank'>YOR324C</a>
YOR326W,MYO2,PF00063,"Myosin head (motor domain); Myosin head, motor domain",72,769,<a href='https://pfam.xfam.org/family/PF00063' target='_blank'>PF00063</a>,<a href='https://www.yeastgenome.org/locus/YOR326W/protein' target='_blank'>YOR326W</a>
YOR326W,MYO2,PF01843,DIL domain; Dilute domain,1383,1481,<a href='https://pfam.xfam.org/family/PF01843' target='_blank'>PF01843</a>,<a href='https://www.yeastgenome.org/locus/YOR326W/protein' target='_blank'>YOR326W</a>
YOR327C,SNC2,PF00957,Synaptobrevin; Synaptobrevin,25,111,<a href='https://pfam.xfam.org/family/PF00957' target='_blank'>PF00957</a>,<a href='https://www.yeastgenome.org/locus/YOR327C/protein' target='_blank'>YOR327C</a>
YOR328W,PDR10,PF19055,ABC-2 type transporter; ABC transporter family G domain,388,498,<a href='https://pfam.xfam.org/family/PF19055' target='_blank'>PF19055</a>,<a href='https://www.yeastgenome.org/locus/YOR328W/protein' target='_blank'>YOR328W</a>
YOR328W,PDR10,PF19055,ABC-2 type transporter; ABC transporter family G domain,1122,1215,<a href='https://pfam.xfam.org/family/PF19055' target='_blank'>PF19055</a>,<a href='https://www.yeastgenome.org/locus/YOR328W/protein' target='_blank'>YOR328W</a>
YOR328W,PDR10,PF00005,ABC transporter; ABC transporter-like,196,356,<a href='https://pfam.xfam.org/family/PF00005' target='_blank'>PF00005</a>,<a href='https://www.yeastgenome.org/locus/YOR328W/protein' target='_blank'>YOR328W</a>
YOR328W,PDR10,PF00005,ABC transporter; ABC transporter-like,942,1093,<a href='https://pfam.xfam.org/family/PF00005' target='_blank'>PF00005</a>,<a href='https://www.yeastgenome.org/locus/YOR328W/protein' target='_blank'>YOR328W</a>
YOR328W,PDR10,PF01061,ABC-2 type transporter; ABC-2 type transporter,524,735,<a href='https://pfam.xfam.org/family/PF01061' target='_blank'>PF01061</a>,<a href='https://www.yeastgenome.org/locus/YOR328W/protein' target='_blank'>YOR328W</a>
YOR328W,PDR10,PF01061,ABC-2 type transporter; ABC-2 type transporter,1240,1456,<a href='https://pfam.xfam.org/family/PF01061' target='_blank'>PF01061</a>,<a href='https://www.yeastgenome.org/locus/YOR328W/protein' target='_blank'>YOR328W</a>
YOR328W,PDR10,PF06422,CDR ABC transporter; CDR ABC transporter,746,837,<a href='https://pfam.xfam.org/family/PF06422' target='_blank'>PF06422</a>,<a href='https://www.yeastgenome.org/locus/YOR328W/protein' target='_blank'>YOR328W</a>
YOR328W,PDR10,PF14510,"ABC-transporter N-terminal; ABC-transporter, N-terminal domain",42,162,<a href='https://pfam.xfam.org/family/PF14510' target='_blank'>PF14510</a>,<a href='https://www.yeastgenome.org/locus/YOR328W/protein' target='_blank'>YOR328W</a>
YOR330C,MIP1,PF18136,"DNA mitochondrial polymerase exonuclease domain; DNA mitochondrial polymerase, exonuclease domain",96,362,<a href='https://pfam.xfam.org/family/PF18136' target='_blank'>PF18136</a>,<a href='https://www.yeastgenome.org/locus/YOR330C/protein' target='_blank'>YOR330C</a>
YOR330C,MIP1,PF00476,"DNA polymerase family A; DNA-directed DNA polymerase, family A, palm domain",568,938,<a href='https://pfam.xfam.org/family/PF00476' target='_blank'>PF00476</a>,<a href='https://www.yeastgenome.org/locus/YOR330C/protein' target='_blank'>YOR330C</a>
YOR332W,VMA4,PF01991,ATP synthase (E/31 kDa) subunit; V-type ATPase subunit E,23,223,<a href='https://pfam.xfam.org/family/PF01991' target='_blank'>PF01991</a>,<a href='https://www.yeastgenome.org/locus/YOR332W/protein' target='_blank'>YOR332W</a>
YOR335C,ALA1,PF02272,DHHA1 domain; DHHA1 domain,805,951,<a href='https://pfam.xfam.org/family/PF02272' target='_blank'>PF02272</a>,<a href='https://www.yeastgenome.org/locus/YOR335C/protein' target='_blank'>YOR335C</a>
YOR335C,ALA1,PF07973,"Threonyl and Alanyl tRNA synthetase second additional domain; Threonyl/alanyl tRNA synthetase, SAD",690,749,<a href='https://pfam.xfam.org/family/PF07973' target='_blank'>PF07973</a>,<a href='https://www.yeastgenome.org/locus/YOR335C/protein' target='_blank'>YOR335C</a>
YOR335C,ALA1,PF01411,"tRNA synthetases class II (A); Alanyl-tRNA synthetase, class IIc, N-terminal",13,590,<a href='https://pfam.xfam.org/family/PF01411' target='_blank'>PF01411</a>,<a href='https://www.yeastgenome.org/locus/YOR335C/protein' target='_blank'>YOR335C</a>
YOR336W,KRE5,PF18401,"Thioredoxin-like domain; UGGT, thioredoxin-like domain 2",257,380,<a href='https://pfam.xfam.org/family/PF18401' target='_blank'>PF18401</a>,<a href='https://www.yeastgenome.org/locus/YOR336W/protein' target='_blank'>YOR336W</a>
YOR336W,KRE5,PF18402,"Thioredoxin-like domain; UGGT, thioredoxin-like domain 3",418,628,<a href='https://pfam.xfam.org/family/PF18402' target='_blank'>PF18402</a>,<a href='https://www.yeastgenome.org/locus/YOR336W/protein' target='_blank'>YOR336W</a>
YOR336W,KRE5,PF18404,"Glucosyltransferase 24; Glucosyltransferase 24, catalytic domain",1095,1313,<a href='https://pfam.xfam.org/family/PF18404' target='_blank'>PF18404</a>,<a href='https://www.yeastgenome.org/locus/YOR336W/protein' target='_blank'>YOR336W</a>
YOR337W,TEA1,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain,69,105,<a href='https://pfam.xfam.org/family/PF00172' target='_blank'>PF00172</a>,<a href='https://www.yeastgenome.org/locus/YOR337W/protein' target='_blank'>YOR337W</a>
YOR337W,TEA1,PF04082,"Fungal specific transcription factor domain; Transcription factor domain, fungi",329,579,<a href='https://pfam.xfam.org/family/PF04082' target='_blank'>PF04082</a>,<a href='https://www.yeastgenome.org/locus/YOR337W/protein' target='_blank'>YOR337W</a>
YOR338W, ,PF04433,SWIRM domain; SWIRM domain,284,354,<a href='https://pfam.xfam.org/family/PF04433' target='_blank'>PF04433</a>,<a href='https://www.yeastgenome.org/locus/YOR338W/protein' target='_blank'>YOR338W</a>
YOR339C,UBC11,PF00179,Ubiquitin-conjugating enzyme; Ubiquitin-conjugating enzyme E2,12,148,<a href='https://pfam.xfam.org/family/PF00179' target='_blank'>PF00179</a>,<a href='https://www.yeastgenome.org/locus/YOR339C/protein' target='_blank'>YOR339C</a>
YOR340C,RPA43,PF03876,"SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397; RNA polymerase Rpb7-like , N-terminal",45,112,<a href='https://pfam.xfam.org/family/PF03876' target='_blank'>PF03876</a>,<a href='https://www.yeastgenome.org/locus/YOR340C/protein' target='_blank'>YOR340C</a>
YOR340C,RPA43,PF17875,"RPA43 OB domain in RNA Pol I; RPA43, OB domain",127,249,<a href='https://pfam.xfam.org/family/PF17875' target='_blank'>PF17875</a>,<a href='https://www.yeastgenome.org/locus/YOR340C/protein' target='_blank'>YOR340C</a>
YOR341W,RPA190,PF00623,"RNA polymerase Rpb1, domain 2; RNA polymerase, alpha subunit",473,652,<a href='https://pfam.xfam.org/family/PF00623' target='_blank'>PF00623</a>,<a href='https://www.yeastgenome.org/locus/YOR341W/protein' target='_blank'>YOR341W</a>
YOR341W,RPA190,PF04983,"RNA polymerase Rpb1, domain 3; RNA polymerase Rpb1, domain 3",656,833,<a href='https://pfam.xfam.org/family/PF04983' target='_blank'>PF04983</a>,<a href='https://www.yeastgenome.org/locus/YOR341W/protein' target='_blank'>YOR341W</a>
YOR341W,RPA190,PF04997,"RNA polymerase Rpb1, domain 1; RNA polymerase Rpb1, domain 1",10,469,<a href='https://pfam.xfam.org/family/PF04997' target='_blank'>PF04997</a>,<a href='https://www.yeastgenome.org/locus/YOR341W/protein' target='_blank'>YOR341W</a>
YOR341W,RPA190,PF04998,"RNA polymerase Rpb1, domain 5; RNA polymerase Rpb1, domain 5",989,1610,<a href='https://pfam.xfam.org/family/PF04998' target='_blank'>PF04998</a>,<a href='https://www.yeastgenome.org/locus/YOR341W/protein' target='_blank'>YOR341W</a>
YOR341W,RPA190,PF05000,"RNA polymerase Rpb1, domain 4; RNA polymerase Rpb1, domain 4",892,982,<a href='https://pfam.xfam.org/family/PF05000' target='_blank'>PF05000</a>,<a href='https://www.yeastgenome.org/locus/YOR341W/protein' target='_blank'>YOR341W</a>
YOR344C,TYE7,PF00010,"Helix-loop-helix DNA-binding domain; Myc-type, basic helix-loop-helix (bHLH) domain",181,266,<a href='https://pfam.xfam.org/family/PF00010' target='_blank'>PF00010</a>,<a href='https://www.yeastgenome.org/locus/YOR344C/protein' target='_blank'>YOR344C</a>
YOR346W,REV1,PF11799,"impB/mucB/samB family C-terminal domain; DNA polymerase, Y-family, little finger domain",619,742,<a href='https://pfam.xfam.org/family/PF11799' target='_blank'>PF11799</a>,<a href='https://www.yeastgenome.org/locus/YOR346W/protein' target='_blank'>YOR346W</a>
YOR346W,REV1,PF00817,impB/mucB/samB family; UmuC domain,361,521,<a href='https://pfam.xfam.org/family/PF00817' target='_blank'>PF00817</a>,<a href='https://www.yeastgenome.org/locus/YOR346W/protein' target='_blank'>YOR346W</a>
YOR346W,REV1,PF16589,"BRCT domain, a BRCA1 C-terminus domain; BRCT domain",163,247,<a href='https://pfam.xfam.org/family/PF16589' target='_blank'>PF16589</a>,<a href='https://www.yeastgenome.org/locus/YOR346W/protein' target='_blank'>YOR346W</a>
YOR347C,PYK2,PF00224,"Pyruvate kinase, barrel domain; Pyruvate kinase, barrel",21,365,<a href='https://pfam.xfam.org/family/PF00224' target='_blank'>PF00224</a>,<a href='https://www.yeastgenome.org/locus/YOR347C/protein' target='_blank'>YOR347C</a>
YOR347C,PYK2,PF02887,"Pyruvate kinase, alpha/beta domain; Pyruvate kinase, C-terminal",382,499,<a href='https://pfam.xfam.org/family/PF02887' target='_blank'>PF02887</a>,<a href='https://www.yeastgenome.org/locus/YOR347C/protein' target='_blank'>YOR347C</a>
YOR348C,PUT4,PF00324,Amino acid permease; Amino acid permease/ SLC12A domain,114,587,<a href='https://pfam.xfam.org/family/PF00324' target='_blank'>PF00324</a>,<a href='https://www.yeastgenome.org/locus/YOR348C/protein' target='_blank'>YOR348C</a>
YOR350C,MNE1,PF13762,Mitochondrial splicing apparatus component; Mitochondrial splicing apparatus component MNE1,367,516,<a href='https://pfam.xfam.org/family/PF13762' target='_blank'>PF13762</a>,<a href='https://www.yeastgenome.org/locus/YOR350C/protein' target='_blank'>YOR350C</a>
YOR351C,MEK1,PF00069,Protein kinase domain; Protein kinase domain,165,444,<a href='https://pfam.xfam.org/family/PF00069' target='_blank'>PF00069</a>,<a href='https://www.yeastgenome.org/locus/YOR351C/protein' target='_blank'>YOR351C</a>
YOR351C,MEK1,PF00498,FHA domain; Forkhead-associated (FHA) domain,47,118,<a href='https://pfam.xfam.org/family/PF00498' target='_blank'>PF00498</a>,<a href='https://www.yeastgenome.org/locus/YOR351C/protein' target='_blank'>YOR351C</a>
YOR352W,TFB6,PF17110,"Subunit 11 of the general transcription factor TFIIH; General transcription factor TFIIH, subunit Tfb6",164,320,<a href='https://pfam.xfam.org/family/PF17110' target='_blank'>PF17110</a>,<a href='https://www.yeastgenome.org/locus/YOR352W/protein' target='_blank'>YOR352W</a>
YOR353C,SOG2,PF10428,"RAM signalling pathway protein; RAM signalling pathway, SOG2",299,781,<a href='https://pfam.xfam.org/family/PF10428' target='_blank'>PF10428</a>,<a href='https://www.yeastgenome.org/locus/YOR353C/protein' target='_blank'>YOR353C</a>
YOR353C,SOG2,PF12799,Leucine Rich repeats (2 copies); Leucine rich repeat 4,90,127,<a href='https://pfam.xfam.org/family/PF12799' target='_blank'>PF12799</a>,<a href='https://www.yeastgenome.org/locus/YOR353C/protein' target='_blank'>YOR353C</a>
YOR356W,CIR2,PF05187,"Electron transfer flavoprotein-ubiquinone oxidoreductase, 4Fe-4S",523,629,<a href='https://pfam.xfam.org/family/PF05187' target='_blank'>PF05187</a>,<a href='https://www.yeastgenome.org/locus/YOR356W/protein' target='_blank'>YOR356W</a>
YOR356W,CIR2,PF13450,NAD(P)-binding Rossmann-like domain,67,113,<a href='https://pfam.xfam.org/family/PF13450' target='_blank'>PF13450</a>,<a href='https://www.yeastgenome.org/locus/YOR356W/protein' target='_blank'>YOR356W</a>
YOR357C,SNX3,PF00787,PX domain; Phox homology,70,157,<a href='https://pfam.xfam.org/family/PF00787' target='_blank'>PF00787</a>,<a href='https://www.yeastgenome.org/locus/YOR357C/protein' target='_blank'>YOR357C</a>
YOR358W,HAP5,PF00125,Core histone H2A/H2B/H3/H4; Histone H2A/H2B/H3,95,223,<a href='https://pfam.xfam.org/family/PF00125' target='_blank'>PF00125</a>,<a href='https://www.yeastgenome.org/locus/YOR358W/protein' target='_blank'>YOR358W</a>
YOR359W,VTS1,PF07647,SAM domain (Sterile alpha motif); Sterile alpha motif domain,451,507,<a href='https://pfam.xfam.org/family/PF07647' target='_blank'>PF07647</a>,<a href='https://www.yeastgenome.org/locus/YOR359W/protein' target='_blank'>YOR359W</a>
YOR360C,PDE2,PF00233,"3'5'-cyclic nucleotide phosphodiesterase; 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain",264,512,<a href='https://pfam.xfam.org/family/PF00233' target='_blank'>PF00233</a>,<a href='https://www.yeastgenome.org/locus/YOR360C/protein' target='_blank'>YOR360C</a>
YOR361C,PRT1,PF08662,"Eukaryotic translation initiation factor eIF2A; Translation initiation factor, beta propellor-like domain",433,650,<a href='https://pfam.xfam.org/family/PF08662' target='_blank'>PF08662</a>,<a href='https://www.yeastgenome.org/locus/YOR361C/protein' target='_blank'>YOR361C</a>
YOR361C,PRT1,PF00076,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain",96,150,<a href='https://pfam.xfam.org/family/PF00076' target='_blank'>PF00076</a>,<a href='https://www.yeastgenome.org/locus/YOR361C/protein' target='_blank'>YOR361C</a>
YOR362C,PRE10,PF00227,"Proteasome subunit; Proteasome, subunit alpha/beta",31,218,<a href='https://pfam.xfam.org/family/PF00227' target='_blank'>PF00227</a>,<a href='https://www.yeastgenome.org/locus/YOR362C/protein' target='_blank'>YOR362C</a>
YOR362C,PRE10,PF10584,"Proteasome subunit A N-terminal signature; Proteasome alpha-subunit, N-terminal domain",8,30,<a href='https://pfam.xfam.org/family/PF10584' target='_blank'>PF10584</a>,<a href='https://www.yeastgenome.org/locus/YOR362C/protein' target='_blank'>YOR362C</a>
YOR363C,PIP2,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain,24,59,<a href='https://pfam.xfam.org/family/PF00172' target='_blank'>PF00172</a>,<a href='https://www.yeastgenome.org/locus/YOR363C/protein' target='_blank'>YOR363C</a>
YOR365C, ,PF06011,"Transient receptor potential (TRP) ion channel; TRP, C-terminal",205,652,<a href='https://pfam.xfam.org/family/PF06011' target='_blank'>PF06011</a>,<a href='https://www.yeastgenome.org/locus/YOR365C/protein' target='_blank'>YOR365C</a>
YOR365C, ,PF14558,ML-like domain; ML-like domain,60,199,<a href='https://pfam.xfam.org/family/PF14558' target='_blank'>PF14558</a>,<a href='https://www.yeastgenome.org/locus/YOR365C/protein' target='_blank'>YOR365C</a>
YOR367W,SCP1,PF00307,Calponin homology (CH) domain; Calponin homology domain,31,137,<a href='https://pfam.xfam.org/family/PF00307' target='_blank'>PF00307</a>,<a href='https://www.yeastgenome.org/locus/YOR367W/protein' target='_blank'>YOR367W</a>
YOR368W,RAD17,PF02144,Repair protein Rad1/Rec1/Rad17; Rad1/Rec1/Rad17,10,270,<a href='https://pfam.xfam.org/family/PF02144' target='_blank'>PF02144</a>,<a href='https://www.yeastgenome.org/locus/YOR368W/protein' target='_blank'>YOR368W</a>
YOR369C,RPS12,PF01248,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family; Ribosomal protein L7Ae/L30e/S12e/Gadd45,27,122,<a href='https://pfam.xfam.org/family/PF01248' target='_blank'>PF01248</a>,<a href='https://www.yeastgenome.org/locus/YOR369C/protein' target='_blank'>YOR369C</a>
YOR370C,MRS6,PF00996,GDP dissociation inhibitor; GDP dissociation inhibitor,46,434,<a href='https://pfam.xfam.org/family/PF00996' target='_blank'>PF00996</a>,<a href='https://www.yeastgenome.org/locus/YOR370C/protein' target='_blank'>YOR370C</a>
YOR374W,ALD4,PF00171,Aldehyde dehydrogenase family; Aldehyde dehydrogenase domain,54,513,<a href='https://pfam.xfam.org/family/PF00171' target='_blank'>PF00171</a>,<a href='https://www.yeastgenome.org/locus/YOR374W/protein' target='_blank'>YOR374W</a>
YOR375C,GDH1,PF00208,"Glutamate/Leucine/Phenylalanine/Valine dehydrogenase; Glutamate/phenylalanine/leucine/valine dehydrogenase, C-terminal",184,451,<a href='https://pfam.xfam.org/family/PF00208' target='_blank'>PF00208</a>,<a href='https://www.yeastgenome.org/locus/YOR375C/protein' target='_blank'>YOR375C</a>
YOR375C,GDH1,PF02812,"Glu/Leu/Phe/Val dehydrogenase, dimerisation domain; Glutamate/phenylalanine/leucine/valine dehydrogenase, dimerisation domain",39,166,<a href='https://pfam.xfam.org/family/PF02812' target='_blank'>PF02812</a>,<a href='https://www.yeastgenome.org/locus/YOR375C/protein' target='_blank'>YOR375C</a>
YOR377W,ATF1,PF07247,Alcohol acetyltransferase; Alcohol acetyltransferase/N-acetyltransferase,28,521,<a href='https://pfam.xfam.org/family/PF07247' target='_blank'>PF07247</a>,<a href='https://www.yeastgenome.org/locus/YOR377W/protein' target='_blank'>YOR377W</a>
YOR378W,AMF1,PF07690,Major Facilitator Superfamily; Major facilitator superfamily,50,452,<a href='https://pfam.xfam.org/family/PF07690' target='_blank'>PF07690</a>,<a href='https://www.yeastgenome.org/locus/YOR378W/protein' target='_blank'>YOR378W</a>
YOR380W,RDR1,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain,18,50,<a href='https://pfam.xfam.org/family/PF00172' target='_blank'>PF00172</a>,<a href='https://www.yeastgenome.org/locus/YOR380W/protein' target='_blank'>YOR380W</a>
YOR380W,RDR1,PF04082,"Fungal specific transcription factor domain; Transcription factor domain, fungi",167,342,<a href='https://pfam.xfam.org/family/PF04082' target='_blank'>PF04082</a>,<a href='https://www.yeastgenome.org/locus/YOR380W/protein' target='_blank'>YOR380W</a>
YOR381W,FRE3,PF01794,Ferric reductase like transmembrane component; Ferric reductase transmembrane component-like domain,280,395,<a href='https://pfam.xfam.org/family/PF01794' target='_blank'>PF01794</a>,<a href='https://www.yeastgenome.org/locus/YOR381W/protein' target='_blank'>YOR381W</a>
YOR381W,FRE3,PF08022,FAD-binding domain; FAD-binding 8,431,532,<a href='https://pfam.xfam.org/family/PF08022' target='_blank'>PF08022</a>,<a href='https://www.yeastgenome.org/locus/YOR381W/protein' target='_blank'>YOR381W</a>
YOR381W,FRE3,PF08030,"Ferric reductase NAD binding domain; Ferric reductase, NAD binding domain",537,690,<a href='https://pfam.xfam.org/family/PF08030' target='_blank'>PF08030</a>,<a href='https://www.yeastgenome.org/locus/YOR381W/protein' target='_blank'>YOR381W</a>
YOR382W,FIT2,PF17357,Facilitor Of iron transport 1 and 2; Facilitor Of iron transport 1/2,25,112,<a href='https://pfam.xfam.org/family/PF17357' target='_blank'>PF17357</a>,<a href='https://www.yeastgenome.org/locus/YOR382W/protein' target='_blank'>YOR382W</a>
YOR384W,FRE5,PF01794,Ferric reductase like transmembrane component; Ferric reductase transmembrane component-like domain,274,389,<a href='https://pfam.xfam.org/family/PF01794' target='_blank'>PF01794</a>,<a href='https://www.yeastgenome.org/locus/YOR384W/protein' target='_blank'>YOR384W</a>
